Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.density.median,log10.density.mean,sd,log10.lower.95hpd,log10.upper.95hpd,density.median,density.mean,lower.95hpd,upper.95hpd
Eulemur_fulvus,Primates,Lemuridae,3.3979400086720375,2.012419913817599,2.0126187365625507,0.29862388824966274,1.4454871355758891,2.605384902360046,102.90107547122251,102.9481950156735,27.892480335975947,403.07410873613105
Eulemur_macaco,Primates,Lemuridae,3.278753600952829,1.9035198419566757,1.9024337375817628,0.29003020824539344,1.337731362700801,2.482740242212304,80.07922141003772,79.87920567859521,21.763631442007604,303.90667723400327
Eulemur_mongoz,Primates,Lemuridae,3.130333768495006,2.1588932074995024,2.1612693051765954,0.29843392622168924,1.5820804538389537,2.747908405972787,144.17607806581384,144.96705127965282,38.20150332618649,559.6395593625183
Eulemur_rubriventer,Primates,Lemuridae,3.3010299956639813,1.790903287263987,1.787115683551902,0.3137743583514808,1.1346402135294726,2.3597018839775874,61.78787898189981,61.25135259731492,13.634531308843755,228.9295654883206
Eulemur_rufifrons,Primates,Lemuridae,3.2600713879850747,2.009901607227255,2.015770271490024,0.34633031712891427,1.3445487877019004,2.6981082090810364,102.30611836014911,103.69797401194458,22.10796598453788,499.0088053135935
Eulemur_rufus,Primates,Lemuridae,3.3756636139608855,1.955182186256746,1.95736218193138,0.3470198157440727,1.3203833397452691,2.6846069531790238,90.19494254604226,90.64882559195267,20.91141108984506,483.73437831718064
Eulemur_sanfordi,Primates,Lemuridae,3.3521825181113627,1.9936177534055985,1.9949612727196873,0.3323294871048896,1.3576195603335504,2.6711437878836932,98.54117884148447,98.84649464821379,22.78345379094215,468.9686243765972
Euneomys_chinchilloides,Rodentia,Cricetidae,1.9425041061680808,2.4384240410554274,2.438654112475871,0.32193590150105666,1.8021092259850795,3.05447222316704,274.4252326464028,274.5706504043301,63.40291508851508,1133.6323303389129
Euneomys_fossor,Rodentia,Cricetidae,1.919078092376074,2.4476005970358408,2.4494464758722394,0.32091015391377703,1.801225543524816,3.066989249096601,280.2854780800895,281.47930877938336,63.27403691178853,1166.7807331982008
Euneomys_mordax,Rodentia,Cricetidae,1.9138138523837167,2.4507222954916945,2.4509820994996585,0.3212299984559744,1.8093928946128035,3.0657225026559067,282.30742159739907,282.4763543036047,64.47522919209989,1163.3824355791994
Euneomys_petersoni,Rodentia,Cricetidae,1.919078092376074,2.4454972523231366,2.4465709048772317,0.32062939350418046,1.8162573943122116,3.0851439499614717,278.9313008970782,279.62172133583687,65.50242737949797,1216.5891808674328
Euoticus_elegantulus,Primates,Galagidae,2.4771212547196626,1.5087413762627382,1.5087681855077155,0.3457488396697811,0.8152369786365419,2.1730229778855823,32.26572115591451,32.26771299868137,6.5348703938707136,148.943987971095
Euoticus_pallidus,Primates,Galagidae,2.361727836017593,1.6346765718609588,1.6364371119419039,0.4133877254224107,0.7983855681663261,2.4271262715945854,43.11978352231456,43.29493699196176,6.286161988196038,267.3783701187694
Eupetaurus_cinereus,Rodentia,Sciuridae,3.3979400086720375,1.5865643959884628,1.588730442458693,0.4429379329129541,0.6714597495002306,2.4270040399820907,38.59796393486463,38.790952389176745,4.693099365623992,267.30312741605655
Euphractus_sexcinctus,Cingulata,CingulataFam,3.679691300817146,0.4707303855549644,0.47148831446846234,0.3737293336735751,-0.2744296006208886,1.1797627644023492,2.9561766721335947,2.961340283744513,0.531582162289612,15.127346835865895
Eupleres_goudotii,Carnivora,Eupleridae,3.4771212547196626,0.3455964422807981,0.34589294790125624,0.3936825432938935,-0.41919293220623643,1.1157525236867036,2.216136171405992,2.2176497093822696,0.38089657523342985,13.054267979158718
Eupleres_major,Carnivora,Eupleridae,3.4338018249736004,0.36509038647339803,0.37075757579082985,0.4001398671384812,-0.41569534468139757,1.170961550734999,2.317877002236157,2.3483216162313814,0.383976508560118,14.82386839620359
Euroscaptor_grandis,Eulipotyphla,Talpidae,1.9479236198317265,3.1419543382115185,3.139036732703456,0.4290185004007063,2.3026801093515683,4.0162676231078835,1386.61003281585,1377.3259584386763,200.761350906557,10381.679637764815
Euroscaptor_klossi,Eulipotyphla,Talpidae,1.7664128471123994,3.2398852582125484,3.2359709775382055,0.4294356511365075,2.3806415903358635,4.081298799799729,1737.3417576739746,1721.7535120568389,240.23793730675504,12058.65304790207
Euroscaptor_longirostris,Eulipotyphla,Talpidae,1.6304278750250238,3.3109491118826075,3.3067312310138455,0.4265282974635855,2.4705647624726366,4.16846177262651,2046.204860217619,2026.4282489887382,295.5049515871514,14738.788018278145
Euroscaptor_micrura,Eulipotyphla,Talpidae,1.7817553746524688,3.220156552865311,3.2135222173716937,0.4323760894207405,2.3513055711473214,4.070502728749271,1660.1852570143496,1635.016792180224,224.54612826681347,11762.58375301538
Euroscaptor_mizura,Eulipotyphla,Talpidae,1.550228353055094,3.31365547868756,3.3115169675071865,0.4330559890691718,2.4398639900515873,4.1604250832508605,2058.9958851260394,2048.8820964329843,275.3366284247859,14468.552458684371
Euroscaptor_parvidens,Eulipotyphla,Talpidae,1.857935264719429,3.185717255520296,3.180984300861525,0.43304764715735317,2.3161992362032207,4.021723612051831,1533.6182059697867,1516.9955292002169,207.10912612142724,10512.926111498738
Euroscaptor_subanura,Eulipotyphla,Talpidae,1.7774268223893113,3.2270898570956286,3.22217070606846,0.42941787445880525,2.3956254631791936,4.090980087932835,1686.9020153986864,1667.9026783029726,248.67118457763348,12330.482976190666
Euryoryzomys_emmonsae,Rodentia,Cricetidae,1.8573324964312685,2.308612591183235,2.303441510220581,0.2622047364924769,1.7839034783944001,2.811537051474648,203.52257613280136,201.11363247581073,60.799985877319884,647.943371663849
Euryoryzomys_lamia,Rodentia,Cricetidae,1.7817553746524688,2.376806660272864,2.371449964466456,0.26714961785226177,1.8332942580574658,2.887307471041909,238.12591416179487,235.20684934417025,68.12307731422666,771.4494451906413
Euryoryzomys_legatus,Rodentia,Cricetidae,1.7888751157754168,2.36051989303124,2.352969749059598,0.26424013507191657,1.842196426066276,2.884572885236407,229.36116878358308,225.40821977671317,69.53387396604042,766.6071848033711
Euryoryzomys_macconnelli,Rodentia,Cricetidae,1.7634279935629373,2.3185347904477664,2.313639896429654,0.2482793632595653,1.8127358894176708,2.7892469027719646,208.2259204089437,205.89220107604223,64.97344425598298,615.5267092036745
Euryoryzomys_nitidus,Rodentia,Cricetidae,1.741939077729199,2.3911738563581335,2.387784004674312,0.2689969365136968,1.8697966395901289,2.9272832792552257,246.1352733360476,244.22156204779398,74.09632005926684,845.8303789288296
Euryoryzomys_russatus,Rodentia,Cricetidae,1.7817553746524688,2.375174455294298,2.3736526672466285,0.2709150441071528,1.8317762488593419,2.8887592964893365,237.23264734657235,236.40282783742464,67.8853792930076,774.0326787798896
Euryzygomatomys_spinosus,Rodentia,Echimyidae,2.2730012720637376,2.6476321858872707,2.6479834361685786,0.44045134816258336,1.7504502059201394,3.4913005389324057,444.25485830925106,444.61430971988,56.2924571517636,3099.563506200272
Eutamias_sibiricus,Rodentia,Sciuridae,1.9294189257142926,2.509440981242993,2.505556654305759,0.3811937944838925,1.748735594688829,3.2405010243524313,323.17739893319765,320.2997902808773,56.07065051574603,1739.8068016437896
Eutatus_seguini,Cingulata,CingulataFam,5.15956719323362,-0.08176924693352322,-0.043376198187026815,0.5638899756406819,-1.0963102308415529,1.1071838696110627,0.8283821899279749,0.9049483693639678,0.08011056028509003,12.799230774401877
Exilisciurus_concinnus,Rodentia,Sciuridae,1.4899584794248346,2.440342701133356,2.4408842332025844,0.4855992711233667,1.4886406083588102,3.419207364842286,275.64029188568213,275.9842086644608,30.806375756329995,2625.471841829919
Exilisciurus_exilis,Rodentia,Sciuridae,1.2787536009528289,2.546155174141236,2.5482755708766254,0.4873703713138314,1.6065281604753716,3.5167538328775336,351.6860761024091,353.40734459620353,40.41365786438201,3286.652837667501
Exilisciurus_whiteheadi,Rodentia,Sciuridae,1.3010299956639813,2.5299443442930967,2.535456697817961,0.4838570376138488,1.5812444827708907,3.4827973442408107,338.80073536483627,343.1284257989762,38.12804018887568,3039.4663820373953
Felis_bieti,Carnivora,Felidae,3.88930170250631,-0.7216969228618737,-0.7205697531437937,0.25400453211125024,-1.2537935001574614,-0.24419887733621382,0.18980300200775593,0.1902962573360525,0.055745074453473306,0.5699032355941722
Felis_chaus,Carnivora,Felidae,3.8688207061975173,-0.7248917282942852,-0.7229890796808878,0.26654228282242237,-1.2563861966898435,-0.20093597301044408,0.18841187508206414,0.18923912021553796,0.05541327308565224,0.6295989962791585
Felis_margarita,Carnivora,Felidae,3.40226138245468,-0.48419016775806956,-0.4828185982124056,0.2612752347820766,-0.9891309618645423,0.029801268474219267,0.32795165903384405,0.3289890186082779,0.10253426866825976,1.0710290941909664
Felis_nigripes,Carnivora,Felidae,3.113943352306837,-0.345756825528872,-0.3423853470866564,0.26923700205884593,-0.8465128139219673,0.2061109759709414,0.4510692009828178,0.45458453081725553,0.14239252329049656,1.6073519297768857
Felis_silvestris,Carnivora,Felidae,3.7403626894942437,-0.6422899442045109,-0.64229961700036,0.24816794642160644,-1.1293062263382183,-0.14675970754275247,0.22788201753645737,0.22787694210543474,0.07424954107015662,0.7132475564442213
