"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Genus.1.1","Species.1.1","Genus.1.0","Species.1.0","EltonTraits.1.0.Genus","EltonTraits.1.0.Species","EltonTraits.1.0.Status","Departure.From.IUCN.2016.3.Taxonomy","Intrafamily.Ages.Generated.From.Genetic.Data","Analyzed.Intrafamily.Phylogeny","Included.In.Small.Tree","Hierachical.Level","Markers","Bases","Placement","Placement.Source","Taxonomy.Source","Dating.Source"
"Dendrolagus_bennettianus","Diprotodontia","Macropodidae","Dendrolagus","bennettianus","Dendrolagus","bennettianus","Dendrolagus","bennettianus","Dendrolagus","bennettianus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,430,NA,NA,NA,NA
"Dendrolagus_dorianus","Diprotodontia","Macropodidae","Dendrolagus","dorianus","Dendrolagus","dorianus","Dendrolagus","dorianus","Dendrolagus","dorianus","000 Exact match","000 None","No","Version 1.0","Yes","2",6,6400,NA,NA,NA,NA
"Dendrolagus_goodfellowi","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi","Dendrolagus","goodfellowi","Dendrolagus","goodfellowi","Dendrolagus","goodfellowi","000 Exact match","000 None","No","Version 1.0","Yes","2",7,7838,NA,NA,NA,NA
"Dendrolagus_inustus","Diprotodontia","Macropodidae","Dendrolagus","inustus","Dendrolagus","inustus","Dendrolagus","inustus","Dendrolagus","inustus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,402,NA,NA,NA,NA
"Dendrolagus_lumholtzi","Diprotodontia","Macropodidae","Dendrolagus","lumholtzi","Dendrolagus","lumholtzi","Dendrolagus","lumholtzi","Dendrolagus","lumholtzi","000 Exact match","000 None","No","Version 1.0","Yes","3",1,430,NA,NA,NA,NA
"Dendrolagus_matschiei","Diprotodontia","Macropodidae","Dendrolagus","matschiei","Dendrolagus","matschiei","Dendrolagus","matschiei","Dendrolagus","matschiei","000 Exact match","000 None","No","Version 1.0","Yes","3",1,402,NA,NA,NA,NA
"Dendrolagus_mayri","Diprotodontia","Macropodidae","Dendrolagus","mayri","Dendrolagus","mayri","Dendrolagus","mayri","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to Dendrolagus dorianus or Dendrolagus notatus","Likely sister following IUCN",NA,NA
"Dendrolagus_mbaiso","Diprotodontia","Macropodidae","Dendrolagus","mbaiso","Dendrolagus","mbaiso","Dendrolagus","mbaiso","Dendrolagus","mbaiso","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Sister to another species in the genus ",NA,NA
"Dendrolagus_notatus","Diprotodontia","Macropodidae","Dendrolagus","notatus","Dendrolagus","notatus","Dendrolagus","notatus","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","Yes","3",1,402,NA,NA,NA,NA
"Dendrolagus_pulcherrimus","Diprotodontia","Macropodidae","Dendrolagus","pulcherrimus","Dendrolagus","pulcherrimus","Dendrolagus","pulcherrimus","Dendrolagus","pulcherrimus","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Dendrolagus goodfellowi","Nature 446, 507-512 (2007",NA,NA
"Dendrolagus_scottae","Diprotodontia","Macropodidae","Dendrolagus","scottae","Dendrolagus","scottae","Dendrolagus","scottae","Dendrolagus","scottae","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Dendrolagus dorianus and Dendrolagus stellarum","Nature 446, 507-512 (2007",NA,NA
"Dendrolagus_spadix","Diprotodontia","Macropodidae","Dendrolagus","spadix","Dendrolagus","spadix","Dendrolagus","spadix","Dendrolagus","spadix","000 Exact match","000 None","No","Version 1.0","Yes","3",1,430,NA,NA,NA,NA
"Dendrolagus_stellarum","Diprotodontia","Macropodidae","Dendrolagus","stellarum","Dendrolagus","stellarum","Dendrolagus","stellarum","Dendrolagus","stellarum","000 Exact match","000 None","No","Version 1.0","Yes","3",1,425,NA,NA,NA,NA
"Dendrolagus_ursinus","Diprotodontia","Macropodidae","Dendrolagus","ursinus","Dendrolagus","ursinus","Dendrolagus","ursinus","Dendrolagus","ursinus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to (Dendrolagus dorianus, Dendrolagus notatus, Dendrolagus mayri, Dendrolagus stellarum, Dendrolagus scottae, Dendrolagus goodfellowi, Dendrolagus pulcherrimus, Dendrolagus matschiei and Dendrolagus spadix)","Nature 446, 507-512 (2007",NA,NA
"Dendromus_insignis","Rodentia","Nesomyidae","Dendromus","insignis","Dendromus","insignis","Dendromus","insignis","Dendromus","insignis","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_kahuziensis","Rodentia","Nesomyidae","Dendromus","kahuziensis","Dendromus","kahuziensis","Dendromus","kahuziensis","Dendromus","kahuziensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_kivu","Rodentia","Nesomyidae","Dendromus","kivu","Dendromus","kivu","Dendromus","kivu","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_lachaisei","Rodentia","Nesomyidae","Dendromus","lachaisei","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_lovati","Rodentia","Nesomyidae","Dendromus","lovati","Dendromus","lovati","Dendromus","lovati","Dendromus","lovati","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_melanotis","Rodentia","Nesomyidae","Dendromus","melanotis","Dendromus","melanotis","Dendromus","melanotis","Dendromus","melanotis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_melanotis","Rodentia","Nesomyidae","Dendromus","melanotis","Dendromus","melanotis","Dendromus","melanotis","Dendromus","leucostomus","000 Species is a synonym of a species accepted by us","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_mesomelas","Rodentia","Nesomyidae","Dendromus","mesomelas","Dendromus","mesomelas","Dendromus","mesomelas","Dendromus","mesomelas","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_mesomelas","Rodentia","Nesomyidae","Dendromus","mesomelas","Dendromus","mesomelas","Dendromus","mesomelas","Dendromus","nyasae","000 Species is a synonym of a species accepted by us","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_messorius","Rodentia","Nesomyidae","Dendromus","messorius","Dendromus","messorius","Dendromus","messorius","Dendromus","messorius","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_mystacalis","Rodentia","Nesomyidae","Dendromus","mystacalis","Dendromus","mystacalis","Dendromus","mystacalis","Dendromus","mystacalis","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3287,NA,NA,NA,NA
"Dendromus_nyikae","Rodentia","Nesomyidae","Dendromus","nyikae","Dendromus","nyikae","Dendromus","nyikae","Dendromus","nyikae","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_oreas","Rodentia","Nesomyidae","Dendromus","oreas","Dendromus","oreas","Dendromus","oreas","Dendromus","oreas","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_ruppi","Rodentia","Nesomyidae","Dendromus","ruppi","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendromus_vernayi","Rodentia","Nesomyidae","Dendromus","vernayi","Dendromus","vernayi","Dendromus","vernayi","Dendromus","vernayi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dendroprionomys_rousseloti","Rodentia","Nesomyidae","Dendroprionomys","rousseloti","Dendroprionomys","rousseloti","Dendroprionomys","rousseloti","Dendroprionomys","rousseloti","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Six way polytomy between Dendromus, Malacothrix, Steatomys, Dendroprionomys, Megadendromus and Prionomys","Nature 446, 507-512 (2007). Subfamilies are assumed monophyletic",NA,NA
"Deomys_ferrugineus","Rodentia","Muridae","Deomys","ferrugineus","Deomys","ferrugineus","Deomys","ferrugineus","Deomys","ferrugineus","000 Exact match","000 None","No","Version 1.0","Yes","2",5,5764,NA,NA,NA,NA
"Dephomys_defua","Rodentia","Muridae","Dephomys","defua","Dephomys","defua","Dephomys","defua","Dephomys","eburneae","000 Species is a synonym of a species accepted by us","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Hybomys","Nature 446, 507-512 (2007).  Hybomys Division assumed monophyletic",NA,NA
"Dephomys_defua","Rodentia","Muridae","Dephomys","defua","Dephomys","defua","Dephomys","defua","Dephomys","defua","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Hybomys","Nature 446, 507-512 (2007).  Hybomys Division assumed monophyletic",NA,NA
"Dermanura_anderseni","Chiroptera","Phyllostomidae","Dermanura","anderseni","Dermanura","anderseni","Artibeus","anderseni","Artibeus","anderseni","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_azteca","Chiroptera","Phyllostomidae","Dermanura","azteca","Dermanura","azteca","Artibeus","aztecus","Artibeus","aztecus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_cinerea","Chiroptera","Phyllostomidae","Dermanura","cinerea","Dermanura","cinerea","Artibeus","cinereus","Artibeus","cinereus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2502,NA,NA,NA,NA
"Dermanura_glauca","Chiroptera","Phyllostomidae","Dermanura","glauca","Dermanura","glauca","Artibeus","glaucus","Artibeus","glaucus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_gnoma","Chiroptera","Phyllostomidae","Dermanura","gnoma","Dermanura","gnoma","Artibeus","gnomus","Artibeus","gnomus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_phaeotis","Chiroptera","Phyllostomidae","Dermanura","phaeotis","Dermanura","phaeotis","Artibeus","phaeotis","Artibeus","phaeotis","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_rosenbergi","Chiroptera","Phyllostomidae","Dermanura","rosenbergi","Dermanura","rosenbergi","Artibeus","rosenbergii","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Version 1.0","Yes","4",0,0,"Sister to  Artibeus glaucus","Formerly considered conspecific",NA,NA
"Dermanura_tolteca","Chiroptera","Phyllostomidae","Dermanura","tolteca","Dermanura","tolteca","Artibeus","toltecus","Artibeus","toltecus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Dermanura_watsoni","Chiroptera","Phyllostomidae","Dermanura","watsoni","Dermanura","watsoni","Artibeus","incomitatus","Artibeus","incomitatus","000 Species is a synonym of a species accepted by us","000 None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dermanura_watsoni","Chiroptera","Phyllostomidae","Dermanura","watsoni","Dermanura","watsoni","Artibeus","watsoni","Artibeus","watsoni","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Desmana_moschata","Eulipotyphla","Talpidae","Desmana","moschata","Desmana","moschata","Desmana","moschata","Desmana","moschata","000 Exact match","000 None","No","Version 1.0","Yes","2",1,1140,NA,NA,NA,NA
"Desmodilliscus_braueri","Rodentia","Muridae","Desmodilliscus","braueri","Desmodilliscus","braueri","Desmodilliscus","braueri","Desmodilliscus","braueri","000 Exact match","000 None","No","Version 1.0","Yes","2",2,2333,NA,NA,NA,NA
"Desmodillus_auricularis","Rodentia","Muridae","Desmodillus","auricularis","Desmodillus","auricularis","Desmodillus","auricularis","Desmodillus","auricularis","000 Exact match","000 None","No","Version 1.0","Yes","2",3,3140,NA,NA,NA,NA
"Desmodus_draculae","Chiroptera","Phyllostomidae","Desmodus","draculae","Desmodus","draculae","Desmodus","draculae","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Desmodus_puntajudensis","Chiroptera","Phyllostomidae","Desmodus","puntajudensis","Desmodus","puntajudensis","Desmodus","puntajudensis","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy","Proceedings of the National Academy of Science 109: 4527-4531 (2012)","Proceedings of the National Academy of Science 109: 4527-4531 (2012)"
"Desmodus_rotundus","Chiroptera","Phyllostomidae","Desmodus","rotundus","Desmodus","rotundus","Desmodus","rotundus","Desmodus","rotundus","000 Exact match","000 None","No","Version 1.0","Yes","2",5,7132,NA,NA,NA,NA
"Desmodus_stocki","Chiroptera","Phyllostomidae","Desmodus","stocki","Desmodus","stocki","Desmodus","stocki","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy","Dobsonia viridis and Dobsonia crenulata sisters. Combined part of four-way polytomy with Dobsonia praedatrix, Dobsonia inermis and Dobsonia beauforti. All  in 8 way polytomy with an unresolved tritomy (anderseni, magma and moluccensis) and the rest unresolved","FAUNMAP II: New data for North America with a temporal extension for the Blancan, Irvingtonian and early Rancholabrean. FAUNMAP II Database, version 1.0"
"Desmomys_harringtoni","Rodentia","Muridae","Desmomys","harringtoni","Desmomys","harringtoni","Desmomys","harringtoni","Desmomys","harringtoni","000 Exact match","000 None","No","Version 1.0","Yes","2",1,1229,NA,NA,NA,NA
"Desmomys_yaldeni","Rodentia","Muridae","Desmomys","yaldeni","Desmomys","yaldeni","Desmomys","yaldeni","Desmomys","yaldeni","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Diabolotherium_nordenskioldi","Pilosa","Megalonychidae","Diabolotherium","nordenskioldi","Diabolotherium","nordenskioldi","Diabolotherium","nordenskioldi","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","Yes","4",0,0,"Sister to Acratocnus","Zoological Journal of the Linnean Society  149, 179-235 (2007)  and when not in conflict with that Zoological Journal of the Linnean Society 140, 255-305 (2004)","Palaeontologia Electronica Vol. 12, 15A (2009)","Palaeontologia Electronica Vol. 12, 15A (2009)"
"Diaemus_youngi","Chiroptera","Phyllostomidae","Diaemus","youngi","Diaemus","youngi","Diaemus","youngi","Diaemus","youngi","000 Exact match","000 None","No","Version 1.0","Yes","2",2,3160,NA,NA,NA,NA
"Dicerorhinus_sumatrensis","Perissodactyla","Rhinocerotidae","Dicerorhinus","sumatrensis","Dicerorhinus","sumatrensis","Dicerorhinus","sumatrensis","Dicerorhinus","sumatrensis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",9,6836,NA,NA,NA,NA
"Diceros_bicornis","Perissodactyla","Rhinocerotidae","Diceros","bicornis","Diceros","bicornis","Diceros","bicornis","Diceros","bicornis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",9,6834,NA,NA,NA,NA
"Diclidurus_albus","Chiroptera","Emballonuridae","Diclidurus","albus","Diclidurus","albus","Diclidurus","albus","Diclidurus","albus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,1536,NA,NA,NA,NA
"Diclidurus_ingens","Chiroptera","Emballonuridae","Diclidurus","ingens","Diclidurus","ingens","Diclidurus","ingens","Diclidurus","ingens","000 Exact match","000 None","No","Version 1.0","Yes","2",2,884,NA,NA,NA,NA
"Diclidurus_isabella","Chiroptera","Emballonuridae","Diclidurus","isabella","Diclidurus","isabellus","Diclidurus","isabellus","Diclidurus","isabellus","000 Exact match","000 None","No","Version 1.0","Yes","2",4,1842,NA,NA,NA,NA
"Diclidurus_scutatus","Chiroptera","Emballonuridae","Diclidurus","scutatus","Diclidurus","scutatus","Diclidurus","scutatus","Diclidurus","scutatus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,880,NA,NA,NA,NA
"Dicroceros_spA","Cetartiodactyla","Cervidae","Dicroceros","spA","Dicroceros","sp","Dicroceros","sp","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","No","Version 1.0","Yes","4",0,0,"Sister to Muntiacus","Tribe","Sondaar, P.Y., Van der Geer, A.A.E. 2005. Evolution and Extinction of Plio-Pleistocene Island Ungulates. In: E. Cr_gut-Bonnoure (ed.). Les ongul_s holarctiques du Pliocène et du Pl_istocene. Quaternaire,  International Journal of the French Quaternary Association, hors-s_rie 2005, 2: 241-256. Paris: Maison de la G_ologie","Sondaar, P.Y., Van der Geer, A.A.E. 2005. Evolution and Extinction of Plio-Pleistocene Island Ungulates. In: E. Cr_gut-Bonnoure (ed.). Les ongul_s holarctiques du Pliocène et du Pl_istocene. Quaternaire,  International Journal of the French Quaternary Association, hors-s_rie 2005, 2: 241-256. Paris: Maison de la G_ologie"
"Dicrostonyx_groenlandicus","Rodentia","Cricetidae","Dicrostonyx","groenlandicus","Dicrostonyx","groenlandicus","Dicrostonyx","groenlandicus","Dicrostonyx","groenlandicus","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_hudsonius","Rodentia","Cricetidae","Dicrostonyx","hudsonius","Dicrostonyx","hudsonius","Dicrostonyx","hudsonius","Dicrostonyx","hudsonius","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_nelsoni","Rodentia","Cricetidae","Dicrostonyx","nelsoni","Dicrostonyx","nelsoni","Dicrostonyx","nelsoni","Dicrostonyx","nelsoni","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_nunatakensis","Rodentia","Cricetidae","Dicrostonyx","nunatakensis","Dicrostonyx","nunatakensis","Dicrostonyx","nunatakensis","Dicrostonyx","nunatakensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_richardsoni","Rodentia","Cricetidae","Dicrostonyx","richardsoni","Dicrostonyx","richardsoni","Dicrostonyx","richardsoni","Dicrostonyx","richardsoni","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_torquatus","Rodentia","Cricetidae","Dicrostonyx","torquatus","Dicrostonyx","torquatus","Dicrostonyx","torquatus","Dicrostonyx","torquatus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1740,NA,NA,NA,NA
"Dicrostonyx_unalascensis","Rodentia","Cricetidae","Dicrostonyx","unalascensis","Dicrostonyx","unalascensis","Dicrostonyx","unalascensis","Dicrostonyx","unalascensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Dicrostonyx_vinogradovi","Rodentia","Cricetidae","Dicrostonyx","vinogradovi","Dicrostonyx","vinogradovi","Dicrostonyx","vinogradovi","Dicrostonyx","vinogradovi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Didelphis_albiventris","Didelphimorphia","Didelphidae","Didelphis","albiventris","Didelphis","albiventris","Didelphis","albiventris","Didelphis","albiventris","000 Exact match","000 None","No","Version 1.0","Yes","2",5,8049,NA,NA,NA,NA
"Didelphis_aurita","Didelphimorphia","Didelphidae","Didelphis","aurita","Didelphis","aurita","Didelphis","aurita","Didelphis","aurita","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1456,NA,NA,NA,NA
"Didelphis_imperfecta","Didelphimorphia","Didelphidae","Didelphis","imperfecta","Didelphis","imperfecta","Didelphis","imperfecta","Didelphis","imperfecta","000 Exact match","000 None","No","Version 1.0","Yes","3",1,657,NA,NA,NA,NA
"Didelphis_marsupialis","Didelphimorphia","Didelphidae","Didelphis","marsupialis","Didelphis","marsupialis","Didelphis","marsupialis","Didelphis","marsupialis","000 Exact match","000 None","No","Version 1.0","Yes","2",5,8049,NA,NA,NA,NA
"Didelphis_pernigra","Didelphimorphia","Didelphidae","Didelphis","pernigra","Didelphis","pernigra","Didelphis","pernigra","Didelphis","pernigra","000 Exact match","000 None","No","Version 1.0","Yes","3",1,657,NA,NA,NA,NA
"Didelphis_virginiana","Didelphimorphia","Didelphidae","Didelphis","virginiana","Didelphis","virginiana","Didelphis","virginiana","Didelphis","virginiana","000 Exact match","000 None","No","Version 1.0","Yes","1",5,8121,NA,NA,NA,NA
