"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Genus.1.1","Species.1.1","Genus.1.0","Species.1.0","EltonTraits.1.0.Genus","EltonTraits.1.0.Species","EltonTraits.1.0.Status","Departure.From.IUCN.2016.3.Taxonomy","Intrafamily.Ages.Generated.From.Genetic.Data","Analyzed.Intrafamily.Phylogeny","Included.In.Small.Tree","Hierachical.Level","Markers","Bases","Placement","Placement.Source","Taxonomy.Source","Dating.Source"
"Komodomys_rintjanus","Rodentia","Muridae","Komodomys","rintjanus","Komodomys","rintjanus","Komodomys","rintjanus","Komodomys","rintjanus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"13 way polytomy between Bandicota, Berylmys, Bunomys, Diplothrix, Nesokia, Paruromys, Sundamys, Kadarsanomys, Palawanomys, Taeromys, (Komodomys and Papagomys), (Rattus and Nesoromys), (Abditomys, Tryphomys, Bullimus, Limnomys and Tarsomys)","Nature 446, 507-512 (2007).  Rattus Division is assumed monophyletic",NA,NA
"Kunsia_fronto","Rodentia","Cricetidae","Kunsia","fronto","Kunsia","fronto","Kunsia","fronto","Kunsia","fronto","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Kunsia_tomentosus","Rodentia","Cricetidae","Kunsia","tomentosus","Kunsia","tomentosus","Kunsia","tomentosus","Kunsia","tomentosus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1873,NA,NA,NA,NA
"Laephotis_angolensis","Chiroptera","Vespertilionidae","Laephotis","angolensis","Laephotis","angolensis","Laephotis","angolensis","Laephotis","angolensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Laephotis_botswanae","Chiroptera","Vespertilionidae","Laephotis","botswanae","Laephotis","botswanae","Laephotis","botswanae","Laephotis","botswanae","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Laephotis_namibensis","Chiroptera","Vespertilionidae","Laephotis","namibensis","Laephotis","namibensis","Laephotis","namibensis","Laephotis","namibensis","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4713,NA,NA,NA,NA
"Laephotis_wintoni","Chiroptera","Vespertilionidae","Laephotis","wintoni","Laephotis","wintoni","Laephotis","wintoni","Laephotis","wintoni","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,NA,NA,NA,NA
"Lagenodelphis_hosei","Cetartiodactyla","Delphinidae","Lagenodelphis","hosei","Lagenodelphis","hosei","Lagenodelphis","hosei","Lagenodelphis","hosei","000 Exact match","000 None","Yes","Version 1.1","Yes","2",14,9506,NA,NA,NA,NA
"Lagenorhynchus_acutus","Cetartiodactyla","Delphinidae","Lagenorhynchus","acutus","Lagenorhynchus","acutus","Lagenorhynchus","acutus","Lagenorhynchus","acutus","000 Exact match","000 None","Yes","Version 1.1","Yes","2",10,6610,NA,NA,NA,NA
"Lagenorhynchus_albirostris","Cetartiodactyla","Delphinidae","Lagenorhynchus","albirostris","Lagenorhynchus","albirostris","Lagenorhynchus","albirostris","Lagenorhynchus","albirostris","000 Exact match","000 None","Yes","Version 1.1","Yes","2",12,7983,NA,NA,NA,NA
"Lagenorhynchus_australis","Cetartiodactyla","Delphinidae","Lagenorhynchus","australis","Lagenorhynchus","australis","Lagenorhynchus","australis","Lagenorhynchus","australis","000 Exact match","000 None","Yes","Version 1.1","Yes","2",6,3444,NA,NA,NA,NA
"Lagenorhynchus_cruciger","Cetartiodactyla","Delphinidae","Lagenorhynchus","cruciger","Lagenorhynchus","cruciger","Lagenorhynchus","cruciger","Lagenorhynchus","cruciger","000 Exact match","000 None","Yes","Version 1.1","Yes","2",3,2577,NA,NA,NA,NA
"Lagenorhynchus_obliquidens","Cetartiodactyla","Delphinidae","Lagenorhynchus","obliquidens","Lagenorhynchus","obliquidens","Lagenorhynchus","obliquidens","Lagenorhynchus","obliquidens","000 Exact match","000 None","Yes","Version 1.1","Yes","2",13,8912,NA,NA,NA,NA
"Lagenorhynchus_obscurus","Cetartiodactyla","Delphinidae","Lagenorhynchus","obscurus","Lagenorhynchus","obscurus","Lagenorhynchus","obscurus","Lagenorhynchus","obscurus","000 Exact match","000 None","Yes","Version 1.1","Yes","2",11,7539,NA,NA,NA,NA
"Lagidium_ahuacaense","Rodentia","Chinchillidae","Lagidium","ahuacaense","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Species not yet considered valid","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","Yes","Version 1.1","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lagidium_viscacia","Rodentia","Chinchillidae","Lagidium","viscacia","Lagidium","peruanum","Lagidium","peruanum","Lagidium","peruanum","000 Species is a synonym of a species accepted by us","000 None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagidium_viscacia","Rodentia","Chinchillidae","Lagidium","viscacia","Lagidium","viscacia","Lagidium","viscacia","Lagidium","viscacia","000 Exact match","000 None","Yes","Version 1.1","Yes","2",1,511,NA,NA,NA,NA
"Lagidium_wolffsohni","Rodentia","Chinchillidae","Lagidium","wolffsohni","Lagidium","wolffsohni","Lagidium","wolffsohni","Lagidium","wolffsohni","000 Exact match","000 None","Yes","Version 1.1","Yes","2",1,350,NA,NA,NA,NA
"Lagorchestes_asomatus","Diprotodontia","Macropodidae","Lagorchestes","asomatus","Lagorchestes","asomatus","Lagorchestes","asomatus","Lagorchestes","asomatus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Sister to another species in the genus ",NA,NA
"Lagorchestes_conspicillatus","Diprotodontia","Macropodidae","Lagorchestes","conspicillatus","Lagorchestes","conspicillatus","Lagorchestes","conspicillatus","Lagorchestes","conspicillatus","000 Exact match","000 None","No","Version 1.0","Yes","2",5,5992,NA,NA,NA,NA
"Lagorchestes_hirsutus","Diprotodontia","Macropodidae","Lagorchestes","hirsutus","Lagorchestes","hirsutus","Lagorchestes","hirsutus","Lagorchestes","hirsutus","000 Exact match","000 None","No","Version 1.0","Yes","2",6,7144,NA,NA,NA,NA
"Lagorchestes_leporides","Diprotodontia","Macropodidae","Lagorchestes","leporides","Lagorchestes","leporides","Lagorchestes","leporides","Lagorchestes","leporides","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Sister to another species in the genus ",NA,NA
"Lagostomus_crassus","Rodentia","Chinchillidae","Lagostomus","crassus","Lagostomus","crassus","Lagostomus","crassus","Lagostomus","crassus","000 Exact match","000 None","Yes","Version 1.1","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lagostomus_maximus","Rodentia","Chinchillidae","Lagostomus","maximus","Lagostomus","maximus","Lagostomus","maximus","Lagostomus","maximus","000 Exact match","000 None","Yes","Version 1.1","Yes","2",1,504,NA,NA,NA,NA
"Lagostrophus_fasciatus","Diprotodontia","Macropodidae","Lagostrophus","fasciatus","Lagostrophus","fasciatus","Lagostrophus","fasciatus","Lagostrophus","fasciatus","000 Exact match","000 None","No","Version 1.0","Yes","2",7,7070,NA,NA,NA,NA
"Lagothrix_cana","Primates","Atelidae","Lagothrix","cana","Lagothrix","cana","Lagothrix","cana","Lagothrix","cana","000 Exact match","000 None","Yes","Version 1.1","Yes","2",51,32372,NA,NA,NA,NA
"Lagothrix_lagotricha","Primates","Atelidae","Lagothrix","lagotricha","Lagothrix","lagotricha","Lagothrix","lagotricha","Lagothrix","lagotricha","000 Exact match","000 None","Yes","Version 1.1","Yes","2",49,31947,NA,NA,NA,NA
"Lagothrix_lugens","Primates","Atelidae","Lagothrix","lugens","Lagothrix","lugens","Lagothrix","lugens","Lagothrix","lugens","000 Exact match","000 None","Yes","Version 1.1","No","2",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lagothrix_poeppigii","Primates","Atelidae","Lagothrix","poeppigii","Lagothrix","poeppigii","Lagothrix","poeppigii","Lagothrix","poeppigii","000 Exact match","000 None","Yes","Version 1.1","No","4",1,1162,NA,NA,NA,NA
"Lagurus_lagurus","Rodentia","Cricetidae","Lagurus","lagurus","Lagurus","lagurus","Lagurus","lagurus","Lagurus","lagurus","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1941,NA,NA,NA,NA
"Lama_guanicoe","Cetartiodactyla","Camelidae","Lama","guanicoe","Lama","guanicoe","Lama","guanicoe","Lama","glama","000 Exact match","000 None","Yes","Version 1.1","Yes","1",1,1140,NA,NA,NA,NA
"Lamottemys_okuensis","Rodentia","Muridae","Lamottemys","okuensis","Lamottemys","okuensis","Lamottemys","okuensis","Lamottemys","okuensis","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Oenomys or Thamnomys","Nature 446, 507-512 (2007",NA,NA
"Lampronycteris_brachyotis","Chiroptera","Phyllostomidae","Lampronycteris","brachyotis","Lampronycteris","brachyotis","Lampronycteris","brachyotis","Lampronycteris","brachyotis","000 Exact match","000 None","No","Version 1.0","Yes","2",2,3160,NA,NA,NA,NA
"Laonastes_aenigmamus","Rodentia","Diatomyidae","Laonastes","aenigmamus","Laonastes","aenigmamus","Laonastes","aenigmamus","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 None","No","Only one species in family and therefore no intrafamily analysis","Yes","1",NA,NA,NA,NA,NA,NA
"Lariscus_hosei","Rodentia","Sciuridae","Lariscus","hosei","Lariscus","hosei","Lariscus","hosei","Lariscus","hosei","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lariscus_insignis","Rodentia","Sciuridae","Lariscus","insignis","Lariscus","insignis","Lariscus","insignis","Lariscus","insignis","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1986,NA,NA,NA,NA
"Lariscus_niobe","Rodentia","Sciuridae","Lariscus","niobe","Lariscus","niobe","Lariscus","niobe","Lariscus","niobe","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lariscus_obscurus","Rodentia","Sciuridae","Lariscus","obscurus","Lariscus","obscurus","Lariscus","obscurus","Lariscus","obscurus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lasionycteris_noctivagans","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans","Lasionycteris","noctivagans","Lasionycteris","noctivagans","Lasionycteris","noctivagans","000 Exact match","000 None","No","Version 1.0","Yes","2",8,4588,NA,NA,NA,NA
"Lasiopodomys_brandtii","Rodentia","Cricetidae","Lasiopodomys","brandtii","Lasiopodomys","brandtii","Lasiopodomys","brandtii","Lasiopodomys","brandtii","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lasiopodomys_fuscus","Rodentia","Cricetidae","Lasiopodomys","fuscus","Lasiopodomys","fuscus","Lasiopodomys","fuscus","Lasiopodomys","fuscus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lasiopodomys_mandarinus","Rodentia","Cricetidae","Lasiopodomys","mandarinus","Lasiopodomys","mandarinus","Lasiopodomys","mandarinus","Lasiopodomys","mandarinus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2701,NA,NA,NA,NA
"Lasiorhinus_krefftii","Diprotodontia","Vombatidae","Lasiorhinus","krefftii","Lasiorhinus","krefftii","Lasiorhinus","krefftii","Lasiorhinus","krefftii","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Lasiorhinus latifrons","Australian Mammalogy 21: 1:45 (1999)",NA,NA
"Lasiorhinus_latifrons","Diprotodontia","Vombatidae","Lasiorhinus","latifrons","Lasiorhinus","latifrons","Lasiorhinus","latifrons","Lasiorhinus","latifrons","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to Lasiorhinus krefftii","Australian Mammalogy 21: 1:45 (1999)",NA,NA
"Lasiurus_atratus","Chiroptera","Vespertilionidae","Lasiurus","atratus","Lasiurus","atratus","Lasiurus","atratus","Lasiurus","atratus","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4708,NA,NA,NA,NA
"Lasiurus_blossevillii","Chiroptera","Vespertilionidae","Lasiurus","blossevillii","Lasiurus","blossevillii","Lasiurus","blossevillii","Lasiurus","salinae","000 Species is a synonym of a species accepted by us","000 None","No","Version 1.0","Yes","2",7,4711,NA,NA,NA,NA
"Lasiurus_blossevillii","Chiroptera","Vespertilionidae","Lasiurus","blossevillii","Lasiurus","blossevillii","Lasiurus","blossevillii","Lasiurus","blossevillii","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4711,NA,NA,NA,NA
"Lasiurus_borealis","Chiroptera","Vespertilionidae","Lasiurus","borealis","Lasiurus","borealis","Lasiurus","borealis","Lasiurus","borealis","000 Exact match","000 None","No","Version 1.0","Yes","2",8,5343,NA,NA,NA,NA
"Lasiurus_castaneus","Chiroptera","Vespertilionidae","Lasiurus","castaneus","Lasiurus","castaneus","Lasiurus","castaneus","Lasiurus","castaneus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Lasiurus cinereus or Lasiurus atratus, Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi,  Lasiurus varius, Lasiurus degelidus and Lasiurus seminolus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_cinereus","Chiroptera","Vespertilionidae","Lasiurus","cinereus","Lasiurus","cinereus","Lasiurus","cinereus","Lasiurus","cinereus","000 Exact match","000 None","No","Version 1.0","Yes","2",8,4388,NA,NA,NA,NA
"Lasiurus_degelidus","Chiroptera","Vespertilionidae","Lasiurus","degelidus","Lasiurus","degelidus","Lasiurus","degelidus","Lasiurus","degelidus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"7 way polytomy between Lasiurus atratus,  Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi, Lasiurus varius and Lasiurus degelidus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_ebenus","Chiroptera","Vespertilionidae","Lasiurus","ebenus","Lasiurus","ebenus","Lasiurus","ebenus","Lasiurus","ebenus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Lasiurus_ega","Chiroptera","Vespertilionidae","Lasiurus","ega","Lasiurus","ega","Lasiurus","ega","Lasiurus","ega","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4706,NA,NA,NA,NA
"Lasiurus_egregius","Chiroptera","Vespertilionidae","Lasiurus","egregius","Lasiurus","egregius","Lasiurus","egregius","Lasiurus","egregius","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,"Basal tritomy in genus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_insularis","Chiroptera","Vespertilionidae","Lasiurus","insularis","Lasiurus","insularis","Lasiurus","insularis","Lasiurus","insularis","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,"Sister to Lasiurus intermedius","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_intermedius","Chiroptera","Vespertilionidae","Lasiurus","intermedius","Lasiurus","intermedius","Lasiurus","intermedius","Lasiurus","intermedius","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4693,NA,NA,NA,NA
"Lasiurus_minor","Chiroptera","Vespertilionidae","Lasiurus","minor","Lasiurus","minor","Lasiurus","minor","Lasiurus","minor","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"7 way polytomy between Lasiurus atratus,  Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi, Lasiurus varius and Lasiurus degelidus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_pfeifferi","Chiroptera","Vespertilionidae","Lasiurus","pfeifferi","Lasiurus","pfeifferi","Lasiurus","pfeifferi","Lasiurus","pfeifferi","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,"7 way polytomy between Lasiurus atratus,  Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi, Lasiurus varius and Lasiurus degelidus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_seminolus","Chiroptera","Vespertilionidae","Lasiurus","seminolus","Lasiurus","seminolus","Lasiurus","seminolus","Lasiurus","seminolus","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4721,NA,NA,NA,NA
"Lasiurus_varius","Chiroptera","Vespertilionidae","Lasiurus","varius","Lasiurus","varius","Lasiurus","varius","Lasiurus","varius","000 Exact match","000 None","No","Version 1.0","Yes","3",1,1140,"7 way polytomy between Lasiurus atratus,  Lasiurus borealis, Lasiurus blossevillii, Lasiurus minor, Lasiurus pfeifferi, Lasiurus varius and Lasiurus degelidus","Nature 446, 507-512 (2007)",NA,NA
"Lasiurus_xanthinus","Chiroptera","Vespertilionidae","Lasiurus","xanthinus","Lasiurus","xanthinus","Lasiurus","xanthinus","Lasiurus","xanthinus","000 Exact match","000 None","No","Version 1.0","Yes","2",7,4386,NA,NA,NA,NA
"Latidens_salimalii","Chiroptera","Pteropodidae","Latidens","salimalii","Latidens","salimalii","Latidens","salimalii","Latidens","salimalii","000 Exact match","000 None","No","Version 1.0","Yes","2",1,2165,NA,NA,NA,NA
"Lavia_frons","Chiroptera","Megadermatidae","Lavia","frons","Lavia","frons","Lavia","frons","Lavia","frons","000 Exact match","000 None","Yes","Version 1.1","No","2",5,2422,NA,NA,NA,NA
"Leggadina_forresti","Rodentia","Muridae","Leggadina","forresti","Leggadina","forresti","Leggadina","forresti","Leggadina","forresti","000 Exact match","000 None","No","Version 1.0","Yes","2",5,5239,NA,NA,NA,NA
"Leggadina_lakedownensis","Rodentia","Muridae","Leggadina","lakedownensis","Leggadina","lakedownensis","Leggadina","lakedownensis","Leggadina","lakedownensis","000 Exact match","000 None","No","Version 1.0","Yes","4",0,0,"Sister to another species in the genus ","Taxonomy",NA,NA
"Leimacomys_buettneri","Rodentia","Muridae","Leimacomys","buettneri","Leimacomys","buettneri","Leimacomys","buettneri","Leimacomys","buttneri","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Genus sister to another subfamily in the family","Taxonomy",NA,NA
"Lemmiscus_curtatus","Rodentia","Cricetidae","Lemmiscus","curtatus","Lemmiscus","curtatus","Lemmiscus","curtatus","Lemmiscus","curtatus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Arvicola, Blanfordimys, Chionomys, Lasiopodomys or Microtus, Neodon, Phaiomys and Volemys","Nature 446, 507-512 (2007). The tribe Arvicolina is assumed monophyletic",NA,NA
"Lemmus_amurensis","Rodentia","Cricetidae","Lemmus","amurensis","Lemmus","amurensis","Lemmus","amurensis","Lemmus","amurensis","000 Exact match","000 None","No","Version 1.0","Yes","3",1,647,NA,NA,NA,NA
"Lemmus_lemmus","Rodentia","Cricetidae","Lemmus","lemmus","Lemmus","lemmus","Lemmus","lemmus","Lemmus","lemmus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,647,NA,NA,NA,NA
"Lemmus_portenkoi","Rodentia","Cricetidae","Lemmus","portenkoi","Lemmus","portenkoi","Lemmus","portenkoi","Lemmus","portenkoi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Sister to Lemmus sibiricus or Lemmus trimucronatus","Nature 446, 507-512 (2007). The tribe Ichthyomyini is assumed monophyletic",NA,NA
"Lemmus_sibiricus","Rodentia","Cricetidae","Lemmus","sibiricus","Lemmus","sibiricus","Lemmus","sibiricus","Lemmus","sibiricus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2511,NA,NA,NA,NA
"Lemmus_trimucronatus","Rodentia","Cricetidae","Lemmus","trimucronatus","Lemmus","trimucronatus","Lemmus","trimucronatus","Lemmus","trimucronatus","000 Exact match","000 None","No","Version 1.0","Yes","3",1,915,NA,NA,NA,NA
"Lemniscomys_barbarus","Rodentia","Muridae","Lemniscomys","barbarus","Lemniscomys","barbarus","Lemniscomys","barbarus","Lemniscomys","barbarus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_bellieri","Rodentia","Muridae","Lemniscomys","bellieri","Lemniscomys","bellieri","Lemniscomys","bellieri","Lemniscomys","bellieri","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_griselda","Rodentia","Muridae","Lemniscomys","griselda","Lemniscomys","griselda","Lemniscomys","griselda","Lemniscomys","griselda","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_hoogstraali","Rodentia","Muridae","Lemniscomys","hoogstraali","Lemniscomys","hoogstraali","Lemniscomys","hoogstraali","Lemniscomys","hoogstraali","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_linulus","Rodentia","Muridae","Lemniscomys","linulus","Lemniscomys","linulus","Lemniscomys","linulus","Lemniscomys","linulus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_macculus","Rodentia","Muridae","Lemniscomys","macculus","Lemniscomys","macculus","Lemniscomys","macculus","Lemniscomys","macculus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_mittendorfi","Rodentia","Muridae","Lemniscomys","mittendorfi","Lemniscomys","mittendorfi","Lemniscomys","mittendorfi","Lemniscomys","mittendorfi","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_rosalia","Rodentia","Muridae","Lemniscomys","rosalia","Lemniscomys","rosalia","Lemniscomys","rosalia","Lemniscomys","rosalia","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1904,NA,NA,NA,NA
"Lemniscomys_roseveari","Rodentia","Muridae","Lemniscomys","roseveari","Lemniscomys","roseveari","Lemniscomys","roseveari","Lemniscomys","roseveari","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemniscomys_striatus","Rodentia","Muridae","Lemniscomys","striatus","Lemniscomys","striatus","Lemniscomys","striatus","Lemniscomys","striatus","000 Exact match","000 None","No","Version 1.0","Yes","2",3,2886,NA,NA,NA,NA
"Lemniscomys_zebra","Rodentia","Muridae","Lemniscomys","zebra","Lemniscomys","zebra","Lemniscomys","zebra","Lemniscomys","zebra","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Lemniscomys barbarus and Lemniscomys zebra sisters. No other resolution in genus","Nature 446, 507-512 (2007",NA,NA
"Lemur_catta","Primates","Lemuridae","Lemur","catta","Lemur","catta","Lemur","catta","Lemur","catta","000 Exact match","000 None","Yes","Version 1.1","Yes","1",49,29697,NA,NA,NA,NA
"Lenomys_meyeri","Rodentia","Muridae","Lenomys","meyeri","Lenomys","meyeri","Lenomys","meyeri","Lenomys","meyeri","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Four way (polytomies between Echiothrix, Margaretamys,  Melasmothrix and Tateomys); Lenothrix; (Eropeplus and Lenomys) and (Pithecheir and Pithecheirops)","Nature 446, 507-512 (2007). Monophyly of divisions assumed unless there was any evidence against in the tree",NA,NA
"Lenothrix_canus","Rodentia","Muridae","Lenothrix","canus","Lenothrix","canus","Lenothrix","canus","Lenothrix","canus","000 Exact match","000 None","No","Version 1.0","No","4",0,0,"Four way (polytomies between Echiothrix, Margaretamys,  Melasmothrix and Tateomys); Lenothrix; (Eropeplus and Lenomys) and (Pithecheir and Pithecheirops)","Nature 446, 507-512 (2007). Monophyly of divisions assumed unless there was any evidence against in the tree",NA,NA
"Lenoxus_apicalis","Rodentia","Cricetidae","Lenoxus","apicalis","Lenoxus","apicalis","Lenoxus","apicalis","Lenoxus","apicalis","000 Exact match","000 None","No","Version 1.0","Yes","2",2,1882,NA,NA,NA,NA
"Leontopithecus_caissara","Primates","Callitrichidae","Leontopithecus","caissara","Leontopithecus","caissara","Leontopithecus","caissara","Leontopithecus","caissara","000 Exact match","000 None","Yes","Version 1.1","Yes","4",0,0,"Sister to Leontopithecus chrysopygus","Nature 446, 507-512 (2007",NA,NA
"Leontopithecus_chrysomelas","Primates","Callitrichidae","Leontopithecus","chrysomelas","Leontopithecus","chrysomelas","Leontopithecus","chrysomelas","Leontopithecus","chrysomelas","000 Exact match","000 None","Yes","Version 1.1","Yes","2",51,31079,NA,NA,NA,NA
"Leontopithecus_chrysopygus","Primates","Callitrichidae","Leontopithecus","chrysopygus","Leontopithecus","chrysopygus","Leontopithecus","chrysopygus","Leontopithecus","chrysopygus","000 Exact match","000 None","Yes","Version 1.1","Yes","1",1,301,NA,NA,NA,NA
"Leontopithecus_rosalia","Primates","Callitrichidae","Leontopithecus","rosalia","Leontopithecus","rosalia","Leontopithecus","rosalia","Leontopithecus","rosalia","000 Exact match","000 None","Yes","Version 1.1","Yes","2",52,32801,NA,NA,NA,NA
"Leopardus_amnicola","Carnivora","Felidae","Leopardus","amnicola","Leopardus","amnicola","Leopardus","amnicola","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Accepted by us but not by EltonTraits 1.0","000 Added","Yes","Version 1.1","Yes","4",0,0,"Sister to Leopardus wiedii","Geological Society of America Abstracts with Programs  38: 63 (2006)","FAUNMAP II: New data for North America with a temporal extension for the Blancan, Irvingtonian and early Rancholabrean. FAUNMAP II Database, version 1.0","Geological Society of America Abstracts with Programs  38: 63 (2006)"
"Leopardus_colocolo","Carnivora","Felidae","Leopardus","colocolo","Leopardus","colocolo","Leopardus","colocolo","Leopardus","pajeros","000 Species is a synonym of a species accepted by us","000 None","Yes","Version 1.1","Yes","2",26,16134,NA,NA,NA,NA
"Leopardus_colocolo","Carnivora","Felidae","Leopardus","colocolo","Leopardus","colocolo","Leopardus","colocolo","Leopardus","braccatus","000 Species is a synonym of a species accepted by us","000 None","Yes","Version 1.1","Yes","2",26,16134,NA,NA,NA,NA
"Leopardus_colocolo","Carnivora","Felidae","Leopardus","colocolo","Leopardus","colocolo","Leopardus","colocolo","Leopardus","colocolo","000 Exact match","000 None","Yes","Version 1.1","Yes","2",26,16134,NA,NA,NA,NA
"Leopardus_geoffroyi","Carnivora","Felidae","Leopardus","geoffroyi","Leopardus","geoffroyi","Leopardus","geoffroyi","Leopardus","geoffroyi","000 Exact match","000 None","Yes","Version 1.1","Yes","2",26,16138,NA,NA,NA,NA
"Leopardus_guigna","Carnivora","Felidae","Leopardus","guigna","Leopardus","guigna","Leopardus","guigna","Leopardus","guigna","000 Exact match","000 None","Yes","Version 1.1","Yes","2",25,15300,NA,NA,NA,NA
